recorded_at,line_id,mold_temp,injection_pressure,injection_speed,cooling_time,humidity,ambient_temp
2026-05-22T11:58:15,A,75.23,91.38,59.44,19.84,49.36,24.97
2026-05-22T11:58:30,A,72.46,88.86,62.7,20.06,51.98,25.77
2026-05-22T11:58:45,A,77.08,90.28,58.47,16.17,49.49,23.67
2026-05-22T11:59:00,A,74.36,84.66,57.18,20.71,55.15,23.9
2026-05-22T11:59:15,A,73.38,91.1,57.78,21.3,50.45,24.3
2026-05-22T11:59:30,A,79.17,86.98,58.98,20.35,52.36,23.44
2026-05-22T11:59:45,A,76.52,84.77,58.18,22.35,54.34,24.94
2026-05-22T12:00:00,A,74.74,93.38,57.37,18.79,53.03,23.96
2026-05-22T12:00:15,A,74.89,87.23,60.02,17.78,48.54,22.56
2026-05-22T12:00:30,A,71.54,94.0,67.49,20.07,48.08,26.82
2026-05-22T12:00:45,A,75.36,94.04,61.08,19.25,47.15,23.66
2026-05-22T12:01:00,A,73.87,85.52,63.77,19.25,46.2,23.83
2026-05-22T12:01:15,A,75.66,86.86,65.13,20.79,48.8,23.25
2026-05-22T12:01:30,A,74.79,91.84,59.92,19.67,50.18,23.4
2026-05-22T12:01:45,A,76.95,90.9,57.68,22.85,50.26,22.96
2026-05-22T12:02:00,A,76.71,91.19,61.18,19.36,51.35,23.74
2026-05-22T12:02:15,A,74.13,95.17,57.7,19.09,48.66,22.79
2026-05-22T12:02:30,A,75.27,89.84,59.57,20.06,53.07,23.81
2026-05-22T12:02:45,A,76.16,94.24,58.12,20.15,51.02,23.01
2026-05-22T12:03:00,A,71.46,91.1,58.85,20.3,49.95,23.02
2026-05-22T12:03:15,A,74.91,86.3,64.17,17.97,49.41,22.96
2026-05-22T12:03:30,A,73.96,92.56,60.09,20.77,47.06,22.6
2026-05-22T12:03:45,A,75.21,89.04,61.88,19.88,50.62,22.38
2026-05-22T12:04:00,A,76.4,87.49,60.92,18.05,51.36,23.64
2026-05-22T12:04:15,A,72.53,87.95,61.37,23.15,49.59,24.59
2026-05-22T12:04:30,A,71.51,90.28,55.12,16.24,50.89,24.14
2026-05-22T12:04:45,A,81.2,89.23,61.53,19.03,50.89,23.76
2026-05-22T12:05:00,A,77.35,90.41,53.09,19.46,58.11,23.77
2026-05-22T12:05:15,A,77.21,94.33,60.66,18.74,42.69,24.68
2026-05-22T12:05:30,A,72.5,89.2,60.1,20.4,46.66,25.2
2026-05-22T12:05:45,A,73.81,84.98,59.67,20.05,50.48,25.36
2026-05-22T12:06:00,A,72.79,92.46,60.55,19.37,44.29,25.44
2026-05-22T12:06:15,A,75.72,86.41,55.52,16.81,52.16,23.45
2026-05-22T12:06:30,A,73.16,88.3,60.73,19.29,51.84,23.02
2026-05-22T12:06:45,A,70.55,88.45,59.1,19.05,53.73,25.23
2026-05-22T12:07:00,A,73.87,88.2,58.03,18.95,48.04,23.61
2026-05-22T12:07:15,A,75.72,87.27,63.81,18.53,45.15,24.38
2026-05-22T12:07:30,A,70.19,94.18,62.02,17.75,45.56,25.67
2026-05-22T12:07:45,A,70.47,88.95,59.32,21.07,45.8,22.48
2026-05-22T12:08:00,A,71.86,93.24,60.11,21.64,49.79,21.48
2026-05-22T12:08:15,A,74.7,93.18,57.32,19.42,49.47,21.1
2026-05-22T12:08:30,A,76.01,89.74,63.77,20.61,49.3,23.11
2026-05-22T12:08:45,A,76.29,86.7,63.76,20.24,51.93,24.08
2026-05-22T12:09:00,A,76.34,90.5,63.54,20.6,47.1,23.2
2026-05-22T12:09:15,A,75.21,83.06,65.02,20.66,53.68,22.42
2026-05-22T12:09:30,A,72.36,92.31,60.0,17.68,51.48,24.83
2026-05-22T12:09:45,A,71.67,85.52,60.41,20.04,47.85,24.81
2026-05-22T12:10:00,A,74.75,91.81,58.66,23.08,47.56,26.11
2026-05-22T12:10:15,A,77.74,90.38,62.55,21.84,51.01,23.41
2026-05-22T12:10:30,A,76.37,83.54,61.34,19.04,54.96,24.62
2026-05-22T12:10:45,A,73.0,94.87,65.97,20.59,54.77,23.43
2026-05-22T12:11:00,A,75.87,88.82,61.61,20.46,47.01,24.52
2026-05-22T12:11:15,A,77.31,86.35,61.4,18.24,46.66,23.37
2026-05-22T12:11:30,A,74.57,92.51,59.04,17.62,53.42,23.16
2026-05-22T12:11:45,A,75.4,93.28,61.44,18.71,56.54,24.19
2026-05-22T12:12:00,A,75.5,91.2,67.48,19.59,49.05,24.12
2026-05-22T12:12:15,A,71.07,88.24,55.1,19.36,51.51,23.11
2026-05-22T12:12:30,A,76.73,84.92,62.46,21.23,52.86,25.22
2026-05-22T12:12:45,A,75.22,88.75,60.01,22.3,45.96,23.14
2026-05-22T12:13:00,A,74.27,92.56,61.02,22.25,50.22,25.03
2026-05-22T12:13:15,A,75.1,92.17,58.9,23.58,50.54,23.73
2026-05-22T12:13:30,A,76.73,88.51,61.73,17.74,50.55,24.45
2026-05-22T12:13:45,A,72.44,87.31,55.99,22.0,54.65,24.32
2026-05-22T12:14:00,A,74.81,89.0,59.07,17.68,50.79,23.96
2026-05-22T12:14:15,A,74.67,87.39,60.22,21.11,46.57,24.09
2026-05-22T12:14:30,A,75.47,87.85,58.24,20.35,46.6,24.35
2026-05-22T12:14:45,A,79.68,87.42,61.6,18.91,53.12,22.73
2026-05-22T12:15:00,A,74.59,86.91,62.47,18.74,51.66,23.66
2026-05-22T12:15:15,A,73.48,90.63,64.59,18.83,53.52,25.5
2026-05-22T12:15:30,A,75.6,88.36,65.61,20.05,47.59,22.85
2026-05-22T12:15:45,A,77.18,88.29,60.13,21.43,48.55,23.95
2026-05-22T12:16:00,A,74.97,92.05,61.77,19.67,50.19,23.63
2026-05-22T12:16:15,A,78.78,87.35,57.68,18.69,52.17,24.45
2026-05-22T12:16:30,A,74.68,87.25,60.28,17.65,50.43,24.87
2026-05-22T12:16:45,A,78.16,88.16,63.41,19.77,49.51,24.44
2026-05-22T12:17:00,A,74.24,86.04,61.01,19.61,49.53,22.79
2026-05-22T12:17:15,A,76.93,89.08,54.81,22.93,49.82,23.25
2026-05-22T12:17:30,A,74.95,93.84,63.25,18.39,47.98,24.96
2026-05-22T12:17:45,A,72.14,88.57,59.1,19.46,48.34,22.9
2026-05-22T12:18:00,A,79.58,95.6,56.51,22.37,48.8,24.13
2026-05-22T12:18:15,A,76.97,90.38,58.57,18.04,47.32,22.36
2026-05-22T12:18:30,A,74.47,94.11,63.6,19.95,49.74,25.88
2026-05-22T12:18:45,A,72.15,91.18,62.49,19.05,50.87,23.64
2026-05-22T12:19:00,A,74.56,92.91,58.11,20.08,47.73,24.36
2026-05-22T12:19:15,A,77.67,92.79,58.19,20.75,51.61,24.64
2026-05-22T12:19:30,A,73.86,88.93,67.91,20.45,48.84,21.79
2026-05-22T12:19:45,A,72.99,89.01,64.25,21.16,49.53,24.31
2026-05-22T12:20:00,A,73.8,90.42,60.22,21.45,52.9,24.49
2026-05-22T12:20:15,A,74.28,92.23,59.72,18.38,48.79,24.08
2026-05-22T12:20:30,A,76.82,89.45,56.37,20.09,50.34,24.19
2026-05-22T12:20:45,A,73.81,88.15,56.88,21.05,54.35,23.68
2026-05-22T12:21:00,A,76.01,91.31,56.43,21.02,47.21,22.87
2026-05-22T12:21:15,A,74.56,85.68,62.88,21.69,44.16,24.98
2026-05-22T12:21:30,A,74.86,90.09,59.44,21.82,46.28,24.61
2026-05-22T12:21:45,A,79.65,88.41,62.87,19.84,53.7,23.99
2026-05-22T12:22:00,A,74.02,85.76,58.45,20.93,54.18,24.11
2026-05-22T12:22:15,A,74.11,89.13,59.66,20.13,52.07,23.56
2026-05-22T12:22:30,A,73.15,89.66,59.57,19.75,50.1,24.08
2026-05-22T12:22:45,A,72.66,87.84,68.34,18.44,45.94,24.73
2026-05-22T12:23:00,A,70.85,89.29,66.44,17.68,44.05,22.5
2026-05-22T12:23:15,A,73.97,92.05,64.17,22.68,49.26,21.7
2026-05-22T12:23:30,A,74.48,89.44,63.36,21.91,49.48,25.1
2026-05-22T12:23:45,A,76.81,90.22,66.17,17.84,48.45,23.87
2026-05-22T12:24:00,A,74.95,85.73,62.53,21.13,44.17,24.0
2026-05-22T12:24:15,A,71.82,88.01,57.29,21.21,50.35,22.71
2026-05-22T12:24:30,A,75.66,87.56,58.9,20.76,51.56,25.34
2026-05-22T12:24:45,A,74.12,90.55,61.32,19.85,44.59,24.33
2026-05-22T12:25:00,A,72.43,94.43,61.47,19.66,46.59,23.18
2026-05-22T12:25:15,A,73.9,91.53,57.56,22.25,54.06,23.53
2026-05-22T12:25:30,A,73.74,82.15,55.56,17.99,50.41,23.67
2026-05-22T12:25:45,A,76.01,91.58,54.3,19.81,45.85,24.9
2026-05-22T12:26:00,A,73.47,88.62,53.24,20.5,49.18,24.97
2026-05-22T12:26:15,A,71.99,86.99,56.45,21.49,47.91,24.12
2026-05-22T12:26:30,A,74.66,91.8,56.38,21.21,47.45,23.52
2026-05-22T12:26:45,A,75.08,89.06,60.39,16.43,44.51,24.62
2026-05-22T12:27:00,A,74.51,90.88,62.08,16.96,47.34,23.67
2026-05-22T12:27:15,A,74.54,85.78,61.21,21.98,50.32,23.09
2026-05-22T12:27:30,A,72.95,91.14,62.99,21.77,49.8,23.64
2026-05-22T12:27:45,A,75.88,85.89,63.2,19.61,53.81,24.49
2026-05-22T12:28:00,A,72.55,94.27,64.65,21.32,47.72,23.69
2026-05-22T12:28:15,A,78.38,90.43,51.89,20.51,48.96,23.93
2026-05-22T12:28:30,A,74.26,92.42,63.36,20.42,48.98,23.96
2026-05-22T12:28:45,A,76.16,91.38,64.62,21.88,47.94,24.82
2026-05-22T12:29:00,A,73.97,86.93,60.84,15.99,44.75,23.82
2026-05-22T12:29:15,A,71.84,87.55,61.17,20.87,49.95,25.16
2026-05-22T12:29:30,A,74.44,85.79,59.68,21.67,52.06,25.4
2026-05-22T12:29:45,A,74.61,94.41,59.93,21.06,54.43,23.81
2026-05-22T12:30:00,A,74.73,86.04,66.43,19.3,50.48,25.16
2026-05-22T12:30:15,A,75.51,84.62,59.14,20.37,49.19,22.46
2026-05-22T12:30:30,A,77.86,89.22,57.36,20.4,49.35,22.82
2026-05-22T12:30:45,A,71.32,93.98,58.49,19.09,44.7,25.74
2026-05-22T12:31:00,A,76.83,91.27,59.82,17.45,47.57,24.19
2026-05-22T12:31:15,A,76.36,92.89,56.32,23.29,52.3,24.0
2026-05-22T12:31:30,A,72.12,89.32,52.86,20.29,51.1,23.96
2026-05-22T12:31:45,A,75.75,94.37,58.23,20.66,45.3,24.46
2026-05-22T12:32:00,A,74.21,87.71,57.72,19.41,51.15,22.69
2026-05-22T12:32:15,A,74.21,89.88,56.7,22.69,47.44,23.33
2026-05-22T12:32:30,A,76.11,87.19,63.32,20.3,50.77,23.66
2026-05-22T12:32:45,A,73.91,95.45,56.19,22.3,49.67,24.3
2026-05-22T12:33:00,A,76.67,88.11,62.59,15.94,47.84,23.08
2026-05-22T12:33:15,A,75.77,92.11,60.72,19.0,51.11,24.12
2026-05-22T12:33:30,A,76.87,92.33,60.09,18.65,48.04,23.45
2026-05-22T12:33:45,A,76.43,89.85,60.05,20.21,48.45,23.07
2026-05-22T12:34:00,A,75.95,87.89,59.29,20.7,51.56,22.92
2026-05-22T12:34:15,A,72.74,87.53,63.57,19.78,43.34,22.6
2026-05-22T12:34:30,A,74.17,90.1,64.39,19.56,53.22,25.43
2026-05-22T12:34:45,A,77.87,90.85,54.11,20.69,53.15,23.92
2026-05-22T12:35:00,A,76.14,93.26,61.0,16.26,48.5,25.2
2026-05-22T12:35:15,A,72.91,95.35,65.04,18.67,50.44,23.32
2026-05-22T12:35:30,A,76.62,91.0,68.81,18.46,44.87,23.61
2026-05-22T12:35:45,A,73.0,87.23,57.14,20.78,48.48,23.82
2026-05-22T12:36:00,A,74.47,91.1,54.18,16.42,51.04,24.49
2026-05-22T12:36:15,A,76.64,89.41,60.89,22.5,43.63,24.41
2026-05-22T12:36:30,A,78.3,88.11,59.9,20.05,43.35,22.83
2026-05-22T12:36:45,A,76.74,90.97,62.47,19.75,53.61,24.01
2026-05-22T12:37:00,A,76.37,88.74,62.93,18.3,46.7,24.69
2026-05-22T12:37:15,A,76.78,88.18,59.4,22.1,54.62,25.57
2026-05-22T12:37:30,A,73.1,87.28,52.95,22.51,47.41,23.87
2026-05-22T12:37:45,A,74.25,86.09,61.32,17.85,47.49,21.89
2026-05-22T12:38:00,A,71.07,85.56,59.99,19.18,55.98,25.83
2026-05-22T12:38:15,A,76.5,88.21,55.51,19.98,49.48,23.56
2026-05-22T12:38:30,A,72.7,90.33,61.16,18.24,52.78,22.23
2026-05-22T12:38:45,A,73.73,88.3,65.61,18.72,57.32,24.44
2026-05-22T12:39:00,A,80.06,87.02,56.64,18.87,50.1,22.27
2026-05-22T12:39:15,A,75.3,89.12,58.15,21.35,47.52,25.85
2026-05-22T12:39:30,A,78.87,90.77,59.97,21.55,53.28,23.19
2026-05-22T12:39:45,A,75.82,92.0,55.95,19.32,45.96,23.1
2026-05-22T12:40:00,A,74.4,85.12,60.56,19.93,47.81,23.81
2026-05-22T12:40:15,A,72.05,95.42,58.1,19.85,53.03,27.53
2026-05-22T12:40:30,A,72.51,91.35,57.88,19.19,47.84,22.87
2026-05-22T12:40:45,A,76.89,90.17,61.27,19.3,48.9,24.29
2026-05-22T12:41:00,A,73.28,87.33,53.67,22.01,47.94,25.16
2026-05-22T12:41:15,A,77.14,86.14,56.73,23.84,55.25,23.97
2026-05-22T12:41:30,A,75.86,87.85,53.9,18.02,50.06,22.87
2026-05-22T12:41:45,A,73.44,92.56,60.74,19.99,52.64,24.48
2026-05-22T12:42:00,A,74.14,86.1,58.71,21.45,53.9,24.96
2026-05-22T12:42:15,A,71.32,92.69,58.9,21.05,46.0,25.17
2026-05-22T12:42:30,A,73.0,84.74,60.28,22.71,58.0,24.1
2026-05-22T12:42:45,A,77.23,90.7,61.5,19.49,50.59,24.54
2026-05-22T12:43:00,A,74.88,92.48,56.8,19.92,55.74,25.16
2026-05-22T12:43:15,A,75.64,93.01,64.68,17.07,46.05,25.31
2026-05-22T12:43:30,A,74.45,87.98,56.24,19.17,45.79,26.09
2026-05-22T12:43:45,A,76.18,92.89,62.84,21.61,48.11,23.7
2026-05-22T12:44:00,A,74.99,91.2,62.36,17.33,52.14,23.77
2026-05-22T12:44:15,A,78.22,94.06,64.04,22.17,50.87,24.03
2026-05-22T12:44:30,A,74.38,91.21,59.89,18.72,53.87,24.06
2026-05-22T12:44:45,A,73.89,90.1,63.41,20.6,50.93,22.87
2026-05-22T12:45:00,A,72.27,88.4,61.5,18.53,54.82,25.22
2026-05-22T12:45:15,A,71.86,87.2,53.14,18.83,52.3,23.59
2026-05-22T12:45:30,A,75.92,85.43,62.39,19.17,50.04,23.91
2026-05-22T12:45:45,A,76.94,91.2,63.15,20.49,50.43,22.27
2026-05-22T12:46:00,A,78.91,92.06,64.61,20.9,47.87,24.12
2026-05-22T12:46:15,A,74.23,89.38,64.82,16.88,53.62,23.06
2026-05-22T12:46:30,A,76.46,93.76,62.4,23.09,51.68,23.84
2026-05-22T12:46:45,A,73.44,88.04,59.07,16.84,50.41,22.11
2026-05-22T12:47:00,A,75.11,92.6,58.57,22.52,45.62,25.19
2026-05-22T12:47:15,A,80.42,89.81,57.37,17.89,49.34,23.87
2026-05-22T12:47:30,A,75.21,89.11,61.9,19.42,44.2,23.85
2026-05-22T12:47:45,A,73.04,90.49,63.94,18.58,53.18,23.57
2026-05-22T12:48:00,A,73.32,92.06,58.69,18.74,48.57,23.96
2026-05-22T12:48:15,A,75.05,91.87,60.58,21.96,49.78,23.82
2026-05-22T12:48:30,A,74.22,91.55,58.04,19.08,48.42,25.35
2026-05-22T12:48:45,A,75.07,84.96,60.93,20.71,51.77,21.35
2026-05-22T12:49:00,A,76.37,92.22,57.37,20.99,48.84,21.93
2026-05-22T12:49:15,A,73.29,88.79,60.82,19.91,51.64,22.66
2026-05-22T12:49:30,A,78.8,89.66,63.26,20.06,48.55,23.75
2026-05-22T12:49:45,A,77.75,91.08,63.56,18.55,48.76,23.28
2026-05-22T12:50:00,A,76.46,87.21,60.13,21.03,43.8,26.12
2026-05-22T12:50:15,A,75.32,90.1,59.75,21.49,52.24,24.3
2026-05-22T12:50:30,A,78.55,85.56,60.42,20.1,52.44,23.16
2026-05-22T12:50:45,A,75.56,94.47,56.19,21.73,57.1,23.62
2026-05-22T12:51:00,A,75.03,91.69,58.23,22.33,46.66,22.26
2026-05-22T12:51:15,A,74.59,99.35,59.96,18.32,49.83,23.95
2026-05-22T12:51:30,A,72.92,95.06,60.74,21.09,48.12,25.29
2026-05-22T12:51:45,A,74.49,90.83,57.2,18.5,52.06,23.56
2026-05-22T12:52:00,A,73.29,88.07,62.1,19.06,49.65,24.02
2026-05-22T12:52:15,A,75.67,87.79,63.17,21.45,52.16,25.82
2026-05-22T12:52:30,A,73.83,97.36,65.95,20.02,51.16,25.36
2026-05-22T12:52:45,A,74.71,88.03,62.62,20.12,50.55,23.17
2026-05-22T12:53:00,A,76.81,89.32,64.31,18.94,46.84,23.93
2026-05-22T12:53:15,A,73.45,94.1,65.9,19.94,53.75,22.94
2026-05-22T12:53:30,A,76.73,89.95,51.14,19.04,48.12,23.02
2026-05-22T12:53:45,A,73.35,86.82,57.85,21.68,48.02,23.49
2026-05-22T12:54:00,A,75.91,80.87,63.06,22.15,46.85,23.03
2026-05-22T12:54:15,A,75.45,84.16,56.65,22.31,47.22,25.24
2026-05-22T12:54:30,A,76.27,89.65,58.63,20.37,51.42,24.71
2026-05-22T12:54:45,A,72.25,88.58,68.83,21.09,57.11,25.4
2026-05-22T12:55:00,A,75.48,90.9,59.89,17.39,50.05,25.21
2026-05-22T12:55:15,A,76.7,87.27,58.65,18.47,47.53,22.71
2026-05-22T12:55:30,A,73.17,90.38,58.49,21.77,53.93,24.86
2026-05-22T12:55:45,A,72.62,95.83,57.72,21.0,53.18,23.44
2026-05-22T12:56:00,A,78.46,88.59,56.14,19.24,50.63,24.06
2026-05-22T12:56:15,A,75.94,95.92,61.39,20.91,51.72,24.4
2026-05-22T12:56:30,A,74.37,87.61,59.25,20.47,49.05,24.31
2026-05-22T12:56:45,A,77.57,90.23,56.08,19.48,50.13,22.16
2026-05-22T12:57:00,A,75.76,94.1,58.11,20.86,49.67,23.82
2026-05-22T12:57:15,A,74.25,92.1,54.37,21.77,53.16,24.1
2026-05-22T12:57:30,A,79.58,84.71,62.35,18.63,49.94,23.75
2026-05-22T12:57:45,A,72.73,93.09,54.62,20.81,49.02,22.83
2026-05-22T12:58:00,A,75.08,85.73,61.38,18.61,48.65,24.29
2026-05-22T12:58:15,A,71.97,91.89,65.29,24.19,50.27,24.79
2026-05-22T12:58:30,A,76.55,88.55,63.71,19.62,48.63,24.48
2026-05-22T12:58:45,A,72.89,86.85,57.27,21.14,48.15,22.65
2026-05-22T12:59:00,A,72.64,86.54,66.33,18.71,49.03,23.63
2026-05-22T12:59:15,A,76.9,89.08,56.29,21.91,49.71,25.73
2026-05-22T12:59:30,A,70.51,90.59,65.76,19.47,49.32,24.3
2026-05-22T12:59:45,A,73.88,89.06,58.99,19.06,53.69,24.46
2026-05-22T13:00:00,A,74.47,87.68,58.19,20.0,46.82,23.5
2026-05-22T13:00:15,A,69.45,89.46,65.18,20.18,52.26,24.1
2026-05-22T13:00:30,A,75.41,87.67,57.6,19.25,55.23,26.4
2026-05-22T13:00:45,A,72.65,91.41,65.35,19.63,42.86,24.67
2026-05-22T13:01:00,A,75.35,91.35,59.78,18.81,53.05,23.6
2026-05-22T13:01:15,A,77.52,91.85,60.26,19.34,48.41,22.92
2026-05-22T13:01:30,A,73.53,89.07,61.83,19.94,52.38,25.35
2026-05-22T13:01:45,A,75.02,87.06,62.22,22.52,51.03,25.92
2026-05-22T13:02:00,A,76.71,90.79,63.94,19.98,47.4,23.79
2026-05-22T13:02:15,A,71.93,86.61,62.92,21.31,51.09,22.28
2026-05-22T13:02:30,A,74.28,86.33,63.53,19.12,46.74,24.03
2026-05-22T13:02:45,A,73.53,85.8,53.54,19.95,48.31,22.57
2026-05-22T13:03:00,A,77.38,92.0,59.92,22.05,51.99,23.18
2026-05-22T13:03:15,A,75.79,90.51,57.46,20.91,47.73,23.9
2026-05-22T13:03:30,A,71.85,86.84,62.98,20.38,49.61,23.49
2026-05-22T13:03:45,A,75.61,87.81,57.31,19.04,48.87,23.95
2026-05-22T13:04:00,A,73.38,88.83,64.52,18.38,50.49,25.5
2026-05-22T13:04:15,A,73.4,88.49,57.59,18.9,58.17,24.84
2026-05-22T13:04:30,A,77.2,91.48,55.18,20.59,53.22,23.15
2026-05-22T13:04:45,A,76.93,92.11,65.56,19.37,46.71,23.64
2026-05-22T13:05:00,A,70.86,90.27,58.67,20.01,52.84,23.45
2026-05-22T13:05:15,A,73.01,86.82,63.31,19.42,49.81,24.48
2026-05-22T13:05:30,A,78.04,83.59,62.28,18.74,54.12,24.14
2026-05-22T13:05:45,A,76.79,91.93,56.91,19.27,49.99,23.96
2026-05-22T13:06:00,A,75.67,89.13,57.48,18.89,49.36,20.4
2026-05-22T13:06:15,A,76.07,87.58,59.35,22.31,52.98,24.9
2026-05-22T13:06:30,A,74.0,91.63,59.3,19.71,51.23,23.4
2026-05-22T13:06:45,A,76.24,94.37,63.09,17.89,51.33,24.85
2026-05-22T13:07:00,A,73.69,92.98,57.71,19.55,54.73,23.95
2026-05-22T13:07:15,A,75.67,86.0,59.26,20.5,53.9,24.67
2026-05-22T13:07:30,A,73.57,93.54,59.1,18.15,49.48,25.44
2026-05-22T13:07:45,A,78.27,85.71,56.14,17.58,51.12,24.17
2026-05-22T13:08:00,A,74.19,90.01,60.35,17.49,58.13,24.52
2026-05-22T13:08:15,A,76.42,89.58,58.11,20.9,51.16,23.19
2026-05-22T13:08:30,A,76.46,94.18,60.07,20.48,52.43,23.28
2026-05-22T13:08:45,A,73.09,96.95,55.78,18.05,53.94,24.71
2026-05-22T13:09:00,A,77.94,89.91,67.8,17.41,52.08,25.17
2026-05-22T13:09:15,A,74.42,91.33,62.45,20.9,53.12,22.98
2026-05-22T13:09:30,A,74.23,93.05,60.32,23.91,50.58,24.06
2026-05-22T13:09:45,A,74.88,93.38,60.34,18.81,47.22,23.55
2026-05-22T13:10:00,A,72.32,89.04,60.43,17.25,47.5,23.32
2026-05-22T13:10:15,A,74.68,88.33,61.28,22.58,54.92,22.08
2026-05-22T13:10:30,A,75.31,88.81,60.35,20.23,48.26,23.1
2026-05-22T13:10:45,A,76.2,92.56,58.52,20.43,52.89,25.17
2026-05-22T13:11:00,A,74.88,89.34,60.57,18.28,49.42,24.74
2026-05-22T13:11:15,A,76.28,89.19,60.65,18.76,52.11,23.92
2026-05-22T13:11:30,A,74.87,88.66,61.97,19.41,54.78,25.47
2026-05-22T13:11:45,A,73.7,89.02,66.01,19.54,51.08,24.54
2026-05-22T13:12:00,A,73.0,87.43,56.38,18.67,41.45,24.54
2026-05-22T13:12:15,A,72.17,88.07,58.62,18.47,52.58,24.81
2026-05-22T13:12:30,A,78.05,95.71,68.6,18.65,58.47,23.65
2026-05-22T13:12:45,A,73.84,91.2,56.04,19.64,53.86,23.94
2026-05-22T13:13:00,A,77.34,85.03,61.75,19.6,50.5,25.06
2026-05-22T13:13:15,A,71.13,88.35,63.99,19.82,45.98,23.51
2026-05-22T13:13:30,A,75.78,86.48,63.34,19.89,50.26,23.72
2026-05-22T13:13:45,A,75.67,91.69,59.36,20.81,48.99,24.0
2026-05-22T13:14:00,A,74.45,88.63,57.93,20.7,53.93,25.17
2026-05-22T13:14:15,A,72.49,93.87,59.05,20.9,47.28,24.14
2026-05-22T13:14:30,A,75.63,85.55,61.82,22.02,49.48,25.36
2026-05-22T13:14:45,A,70.56,97.26,64.49,19.57,44.08,24.29
2026-05-22T13:15:00,A,72.11,91.33,61.23,18.59,53.36,24.81
2026-05-22T13:15:15,A,72.17,92.93,59.19,17.92,54.06,26.1
2026-05-22T13:15:30,A,75.18,88.86,58.11,22.46,47.66,24.74
2026-05-22T13:15:45,A,77.06,88.86,58.79,21.7,54.79,24.64
2026-05-22T13:16:00,A,75.16,90.96,57.04,21.08,50.26,22.28
2026-05-22T13:16:15,A,74.85,95.67,60.71,18.74,50.66,23.65
2026-05-22T13:16:30,A,75.65,91.74,63.63,19.96,54.92,24.91
2026-05-22T13:16:45,A,73.59,96.63,60.98,18.75,54.96,26.08
2026-05-22T13:17:00,A,74.66,92.14,63.83,20.86,50.31,25.5
2026-05-22T13:17:15,A,74.42,91.29,59.66,19.92,48.87,25.34
2026-05-22T13:17:30,A,79.24,92.93,52.84,19.15,44.56,23.05
2026-05-22T13:17:45,A,72.72,90.18,55.12,20.12,48.76,25.5
2026-05-22T13:18:00,A,74.35,95.96,55.34,17.89,49.75,26.25
2026-05-22T13:18:15,A,74.6,89.45,55.67,21.42,52.86,24.79
2026-05-22T13:18:30,A,72.41,90.25,56.76,18.23,48.73,23.51
2026-05-22T13:18:45,A,75.16,89.14,60.55,18.51,50.32,24.15
2026-05-22T13:19:00,A,73.24,90.27,63.49,21.39,50.1,23.64
2026-05-22T13:19:15,A,73.76,87.62,53.78,20.23,49.75,25.14
2026-05-22T13:19:30,A,73.61,93.41,58.41,21.17,45.62,24.24
2026-05-22T13:19:45,A,75.88,88.44,56.85,21.27,49.69,23.51
2026-05-22T13:20:00,A,75.08,97.91,63.46,21.74,51.31,24.17
2026-05-22T13:20:15,A,70.21,87.96,58.56,17.19,46.53,22.02
2026-05-22T13:20:30,A,74.92,92.46,63.32,20.62,47.11,22.07
2026-05-22T13:20:45,A,73.22,89.52,56.96,20.51,49.3,24.01
2026-05-22T13:21:00,A,75.84,89.96,59.0,21.33,52.64,23.05
2026-05-22T13:21:15,A,74.45,91.76,60.84,22.75,45.41,23.88
2026-05-22T13:21:30,A,71.77,91.04,58.11,18.9,45.66,23.53
2026-05-22T13:21:45,A,76.26,94.99,60.79,19.16,51.4,23.46
2026-05-22T13:22:00,A,76.85,88.84,60.55,18.45,51.31,23.24
2026-05-22T13:22:15,A,76.58,89.93,54.7,24.49,55.24,24.72
2026-05-22T13:22:30,A,73.49,89.66,58.37,21.9,50.79,23.22
2026-05-22T13:22:45,A,74.06,93.36,64.8,22.29,52.27,23.75
2026-05-22T13:23:00,A,75.0,90.42,60.16,18.01,51.67,24.63
2026-05-22T13:23:15,A,76.21,88.77,59.79,20.14,50.32,25.0
2026-05-22T13:23:30,A,79.41,90.24,48.49,21.86,48.38,23.2
2026-05-22T13:23:45,A,76.22,85.32,56.77,20.51,51.87,24.64
2026-05-22T13:24:00,A,73.99,90.72,64.46,16.93,49.34,22.67
2026-05-22T13:24:15,A,76.09,91.35,62.76,19.28,48.7,26.19
2026-05-22T13:24:30,A,75.01,84.46,53.87,19.13,53.17,24.79
2026-05-22T13:24:45,A,76.83,87.04,64.85,18.55,50.64,23.99
2026-05-22T13:25:00,A,74.65,94.02,57.88,17.98,50.06,23.6
2026-05-22T13:25:15,A,74.18,86.83,54.36,18.46,50.34,25.43
2026-05-22T13:25:30,A,74.35,90.81,58.44,22.58,49.43,23.91
2026-05-22T13:25:45,A,76.67,86.8,57.75,21.19,45.57,25.06
2026-05-22T13:26:00,A,73.94,88.83,56.63,20.57,57.38,24.78
2026-05-22T13:26:15,A,73.27,93.41,59.05,22.06,52.42,21.06
2026-05-22T13:26:30,A,75.3,86.93,58.1,17.14,49.73,26.21
2026-05-22T13:26:45,A,76.76,93.08,65.92,20.57,49.44,25.03
2026-05-22T13:27:00,A,73.56,90.42,62.49,21.2,45.73,25.91
2026-05-22T13:27:15,A,73.19,98.09,60.73,18.72,52.59,24.77
