inspected_at,line_id,verdict,defect_type,confidence
2026-05-22T14:01:30,A,ok,,0.95
2026-05-22T14:01:45,A,ok,,0.982
2026-05-22T14:02:00,A,defect,crack,0.967
2026-05-22T14:02:15,A,ok,,0.944
2026-05-22T14:02:30,A,ok,,0.945
2026-05-22T14:02:45,A,defect,bubble,0.923
2026-05-22T14:03:00,A,defect,crack,0.931
2026-05-22T14:03:15,A,ok,,0.948
2026-05-22T14:03:30,A,defect,bubble,0.963
2026-05-22T14:03:45,A,defect,crack,0.972
2026-05-22T14:04:00,A,ok,,0.933
2026-05-22T14:04:15,A,defect,bubble,0.965
2026-05-22T14:04:30,A,ok,,0.942
2026-05-22T14:04:45,A,ok,,0.935
2026-05-22T14:05:00,A,ok,,0.975
2026-05-22T14:05:15,A,defect,bubble,0.927
2026-05-22T14:05:30,A,ok,,0.958
2026-05-22T14:05:45,A,defect,crack,0.857
2026-05-22T14:06:00,A,ok,,0.939
2026-05-22T14:06:15,A,ok,,0.927
2026-05-22T14:06:30,A,defect,crack,0.88
2026-05-22T14:06:45,A,ok,,0.962
2026-05-22T14:07:00,A,ok,,0.946
2026-05-22T14:07:15,A,ok,,0.962
2026-05-22T14:07:30,A,ok,,0.94
2026-05-22T14:07:45,A,defect,bubble,0.879
2026-05-22T14:08:00,A,ok,,0.946
2026-05-22T14:08:15,A,ok,,0.923
2026-05-22T14:08:30,A,defect,crack,0.859
2026-05-22T14:08:45,A,ok,,0.93
2026-05-22T14:09:00,A,ok,,0.94
2026-05-22T14:09:15,A,ok,,0.955
2026-05-22T14:09:30,A,ok,,0.966
2026-05-22T14:09:45,A,ok,,0.949
2026-05-22T14:10:00,A,ok,,0.968
2026-05-22T14:10:15,A,ok,,0.933
2026-05-22T14:10:30,A,ok,,0.969
2026-05-22T14:10:45,A,ok,,0.932
2026-05-22T14:11:00,A,ok,,0.94
2026-05-22T14:11:15,A,defect,bubble,0.854
2026-05-22T14:11:30,A,ok,,0.984
2026-05-22T14:11:45,A,ok,,0.986
2026-05-22T14:12:00,A,ok,,0.989
2026-05-22T14:12:15,A,ok,,0.989
2026-05-22T14:12:30,A,defect,bubble,0.951
2026-05-22T14:12:45,A,ok,,0.98
2026-05-22T14:13:00,A,ok,,0.961
2026-05-22T14:13:15,A,ok,,0.929
2026-05-22T14:13:30,A,ok,,0.938
2026-05-22T14:13:45,A,defect,crack,0.889
2026-05-22T14:14:00,A,ok,,0.957
2026-05-22T14:14:15,A,ok,,0.96
2026-05-22T14:14:30,A,defect,crack,0.919
2026-05-22T14:14:45,A,ok,,0.973
2026-05-22T14:15:00,A,ok,,0.94
2026-05-22T14:15:15,A,ok,,0.951
2026-05-22T14:15:30,A,ok,,0.941
2026-05-22T14:15:45,A,ok,,0.965
2026-05-22T14:16:00,A,ok,,0.931
2026-05-22T14:16:15,A,ok,,0.952
2026-05-22T14:16:30,A,defect,crack,0.936
2026-05-22T14:16:45,A,ok,,0.968
2026-05-22T14:17:00,A,ok,,0.921
2026-05-22T14:17:15,A,ok,,0.956
2026-05-22T14:17:30,A,ok,,0.961
2026-05-22T14:17:45,A,ok,,0.928
2026-05-22T14:18:00,A,ok,,0.962
2026-05-22T14:18:15,A,ok,,0.972
2026-05-22T14:18:30,A,defect,bubble,0.858
2026-05-22T14:18:45,A,ok,,0.932
2026-05-22T14:19:00,A,ok,,0.96
2026-05-22T14:19:15,A,ok,,0.957
2026-05-22T14:19:30,A,ok,,0.948
2026-05-22T14:19:45,A,ok,,0.925
2026-05-22T14:20:00,A,ok,,0.954
2026-05-22T14:20:15,A,ok,,0.921
2026-05-22T14:20:30,A,ok,,0.988
2026-05-22T14:20:45,A,ok,,0.986
2026-05-22T14:21:00,A,ok,,0.944
2026-05-22T14:21:15,A,defect,bubble,0.879
2026-05-22T14:21:30,A,ok,,0.952
2026-05-22T14:21:45,A,ok,,0.931
2026-05-22T14:22:00,A,ok,,0.928
2026-05-22T14:22:15,A,ok,,0.934
2026-05-22T14:22:30,A,ok,,0.973
2026-05-22T14:22:45,A,ok,,0.982
2026-05-22T14:23:00,A,ok,,0.971
2026-05-22T14:23:15,A,ok,,0.931
2026-05-22T14:23:30,A,ok,,0.949
2026-05-22T14:23:45,A,ok,,0.982
2026-05-22T14:24:00,A,ok,,0.945
2026-05-22T14:24:15,A,ok,,0.988
2026-05-22T14:24:30,A,defect,crack,0.986
2026-05-22T14:24:45,A,ok,,0.987
2026-05-22T14:25:00,A,ok,,0.963
2026-05-22T14:25:15,A,ok,,0.97
2026-05-22T14:25:30,A,ok,,0.958
2026-05-22T14:25:45,A,ok,,0.957
2026-05-22T14:26:00,A,ok,,0.941
2026-05-22T14:26:15,A,ok,,0.987
2026-05-22T14:26:30,A,ok,,0.92
2026-05-22T14:26:45,A,ok,,0.93
2026-05-22T14:27:00,A,ok,,0.979
2026-05-22T14:27:15,A,ok,,0.928
2026-05-22T14:27:30,A,ok,,0.961
2026-05-22T14:27:45,A,ok,,0.927
2026-05-22T14:28:00,A,ok,,0.961
2026-05-22T14:28:15,A,ok,,0.958
2026-05-22T14:28:30,A,ok,,0.959
2026-05-22T14:28:45,A,defect,scratch,0.895
2026-05-22T14:29:00,A,ok,,0.963
2026-05-22T14:29:15,A,ok,,0.955
2026-05-22T14:29:30,A,ok,,0.96
2026-05-22T14:29:45,A,ok,,0.933
2026-05-22T14:30:00,A,ok,,0.947
2026-05-22T14:30:15,A,ok,,0.958
2026-05-22T14:30:30,A,ok,,0.921
2026-05-22T14:30:45,A,ok,,0.931
2026-05-22T14:31:00,A,ok,,0.983
2026-05-22T14:31:15,A,ok,,0.951
2026-05-22T14:31:30,A,ok,,0.924
2026-05-22T14:31:45,A,ok,,0.939
2026-05-22T14:32:00,A,ok,,0.982
2026-05-22T14:32:15,A,ok,,0.938
2026-05-22T14:32:30,A,ok,,0.943
2026-05-22T14:32:45,A,ok,,0.936
2026-05-22T14:33:00,A,ok,,0.983
2026-05-22T14:33:15,A,ok,,0.957
2026-05-22T14:33:30,A,ok,,0.953
2026-05-22T14:33:45,A,ok,,0.957
2026-05-22T14:34:00,A,ok,,0.97
2026-05-22T14:34:15,A,ok,,0.931
2026-05-22T14:34:30,A,ok,,0.972
2026-05-22T14:34:45,A,ok,,0.929
2026-05-22T14:35:00,A,ok,,0.984
2026-05-22T14:35:15,A,ok,,0.978
2026-05-22T14:35:30,A,ok,,0.98
2026-05-22T14:35:45,A,ok,,0.933
2026-05-22T14:36:00,A,ok,,0.948
2026-05-22T14:36:15,A,ok,,0.985
2026-05-22T14:36:30,A,ok,,0.931
2026-05-22T14:36:45,A,ok,,0.984
2026-05-22T14:37:00,A,ok,,0.921
2026-05-22T14:37:15,A,ok,,0.943
2026-05-22T14:37:30,A,ok,,0.954
2026-05-22T14:37:45,A,ok,,0.982
2026-05-22T14:38:00,A,ok,,0.956
2026-05-22T14:38:15,A,ok,,0.956
2026-05-22T14:38:30,A,ok,,0.934
2026-05-22T14:38:45,A,ok,,0.983
2026-05-22T14:39:00,A,ok,,0.986
2026-05-22T14:39:15,A,ok,,0.94
2026-05-22T14:39:30,A,ok,,0.986
2026-05-22T14:39:45,A,ok,,0.988
2026-05-22T14:40:00,A,ok,,0.959
2026-05-22T14:40:15,A,ok,,0.986
2026-05-22T14:40:30,A,ok,,0.971
2026-05-22T14:40:45,A,ok,,0.927
2026-05-22T14:41:00,A,ok,,0.943
2026-05-22T14:41:15,A,ok,,0.975
2026-05-22T14:41:30,A,ok,,0.974
2026-05-22T14:41:45,A,ok,,0.99
2026-05-22T14:42:00,A,ok,,0.938
2026-05-22T14:42:15,A,ok,,0.983
2026-05-22T14:42:30,A,ok,,0.976
2026-05-22T14:42:45,A,ok,,0.932
2026-05-22T14:43:00,A,ok,,0.968
2026-05-22T14:43:15,A,ok,,0.94
2026-05-22T14:43:30,A,ok,,0.93
2026-05-22T14:43:45,A,ok,,0.942
2026-05-22T14:44:00,A,ok,,0.963
2026-05-22T14:44:15,A,ok,,0.956
2026-05-22T14:44:30,A,ok,,0.938
2026-05-22T14:44:45,A,ok,,0.959
2026-05-22T14:45:00,A,ok,,0.956
2026-05-22T14:45:15,A,ok,,0.953
2026-05-22T14:45:30,A,ok,,0.937
2026-05-22T14:45:45,A,ok,,0.968
2026-05-22T14:46:00,A,ok,,0.925
2026-05-22T14:46:15,A,ok,,0.939
2026-05-22T14:46:30,A,ok,,0.975
2026-05-22T14:46:45,A,ok,,0.987
2026-05-22T14:47:00,A,ok,,0.984
2026-05-22T14:47:15,A,ok,,0.975
2026-05-22T14:47:30,A,ok,,0.939
2026-05-22T14:47:45,A,ok,,0.966
2026-05-22T14:48:00,A,ok,,0.94
2026-05-22T14:48:15,A,ok,,0.984
2026-05-22T14:48:30,A,ok,,0.948
2026-05-22T14:48:45,A,ok,,0.958
2026-05-22T14:49:00,A,ok,,0.933
2026-05-22T14:49:15,A,ok,,0.949
2026-05-22T14:49:30,A,ok,,0.975
2026-05-22T14:49:45,A,ok,,0.94
2026-05-22T14:50:00,A,ok,,0.967
2026-05-22T14:50:15,A,ok,,0.969
2026-05-22T14:50:30,A,ok,,0.958
2026-05-22T14:50:45,A,ok,,0.965
2026-05-22T14:51:00,A,defect,scratch,0.865
2026-05-22T14:51:15,A,ok,,0.932
2026-05-22T14:51:30,A,ok,,0.927
2026-05-22T14:51:45,A,ok,,0.941
2026-05-22T14:52:00,A,ok,,0.953
2026-05-22T14:52:15,A,ok,,0.985
2026-05-22T14:52:30,A,ok,,0.951
2026-05-22T14:52:45,A,ok,,0.985
2026-05-22T14:53:00,A,ok,,0.923
2026-05-22T14:53:15,A,ok,,0.941
2026-05-22T14:53:30,A,ok,,0.986
2026-05-22T14:53:45,A,ok,,0.933
2026-05-22T14:54:00,A,ok,,0.951
2026-05-22T14:54:15,A,defect,scratch,0.88
2026-05-22T14:54:30,A,ok,,0.926
2026-05-22T14:54:45,A,ok,,0.936
2026-05-22T14:55:00,A,ok,,0.981
2026-05-22T14:55:15,A,ok,,0.941
2026-05-22T14:55:30,A,ok,,0.93
2026-05-22T14:55:45,A,ok,,0.927
2026-05-22T14:56:00,A,ok,,0.925
2026-05-22T14:56:15,A,ok,,0.985
2026-05-22T14:56:30,A,ok,,0.978
2026-05-22T14:56:45,A,ok,,0.985
2026-05-22T14:57:00,A,ok,,0.959
2026-05-22T14:57:15,A,ok,,0.988
2026-05-22T14:57:30,A,ok,,0.958
2026-05-22T14:57:45,A,ok,,0.93
2026-05-22T14:58:00,A,ok,,0.982
2026-05-22T14:58:15,A,ok,,0.972
2026-05-22T14:58:30,A,ok,,0.982
2026-05-22T14:58:45,A,ok,,0.925
2026-05-22T14:59:00,A,ok,,0.935
2026-05-22T14:59:15,A,ok,,0.972
2026-05-22T14:59:30,A,ok,,0.985
2026-05-22T14:59:45,A,ok,,0.987
